 62.491, 63.478, 64.489, 65.476, 66.496, 67.536, 68.487, 69.519, 70.505, 71.508, 72.184, 71.544, 73.082, 72.905, 72.760, 74.539, 72.823, 73.325, 73.309, 72.521, 74.507, 72.140, 72.438, 72.236, 70.684, 69.581, 68.548, 67.551, 66.511, 65.544, 64.536, 63.525,
 92.518, 93.501, 94.512, 95.503, 96.514, 97.475, 98.503, 99.512, 100.639, 101.447, 101.824, 102.430, 102.482, 102.355, 102.364, 101.625, 102.002, 102.144, 102.324, 102.018, 102.037, 102.501, 102.666, 102.542, 102.198, 101.724, 101.072, 100.547, 99.489, 98.540, 97.469, 96.493,
 126.466, 127.465, 128.515, 129.507, 130.475, 131.490, 132.485, 133.508, 134.777, 134.898, 133.378, 133.972, 133.035, 134.376, 135.061, 134.314, 134.917, 134.536, 134.355, 134.880, 134.556, 137.054, 134.038, 134.171, 135.297, 134.512, 134.475, 134.133, 133.486, 132.507, 131.509, 130.540,
 160.542, 161.503, 162.496, 163.493, 164.505, 165.536, 166.849, 167.871, 167.500, 167.743, 167.793, 168.882, 168.192, 168.024, 168.030, 168.788, 168.384, 168.576, 168.700, 167.958, 168.972, 168.238, 167.933, 169.565, 167.167, 168.580, 168.376, 167.423, 167.313, 166.538, 165.501, 164.580,
 193.499, 194.476, 195.504, 196.519, 197.549, 198.555, 199.444, 198.629, 198.530, 200.086, 198.767, 199.290, 198.591, 199.054, 199.084, 198.509, 199.720, 199.198, 199.021, 199.169, 198.924, 199.273, 198.876, 199.128, 198.616, 197.468, 198.433, 198.531, 198.319, 197.772, 196.558, 195.529,
 228.509, 229.481, 230.468, 231.490, 232.494, 233.235, 232.123, 231.478, 232.815, 231.685, 232.653, 231.955, 232.405, 232.246, 232.306, 232.391, 232.681, 232.282, 232.882, 232.427, 232.550, 232.082, 232.960, 232.296, 232.074, 232.560, 231.149, 231.432, 231.602, 231.380, 231.475, 230.541,
 260.480, 261.529, 262.497, 263.505, 264.387, 263.690, 263.730, 264.549, 263.587, 264.227, 263.906, 264.090, 264.051, 263.889, 264.067, 264.242, 264.474, 264.313, 264.685, 264.638, 264.668, 264.914, 264.434, 264.624, 264.680, 263.941, 264.727, 263.700, 264.474, 263.941, 263.215, 262.553,
 291.516, 292.508, 293.547, 294.578, 295.927, 296.276, 296.616, 295.222, 296.405, 296.278, 295.816, 296.800, 296.116, 296.174, 296.187, 295.878, 296.442, 296.185, 296.128, 296.832, 296.673, 296.780, 296.742, 296.782, 296.610, 296.779, 296.207, 296.360, 295.536, 296.447, 296.145, 295.574,
 326.461, 327.478, 328.520, 329.073, 329.430, 329.694, 328.995, 329.641, 329.404, 328.882, 329.760, 328.481, 328.966, 328.947, 328.774, 329.375, 328.724, 329.121, 329.294, 329.119, 330.301, 329.354, 330.077, 329.378, 329.389, 329.792, 329.174, 329.015, 329.380, 328.306, 329.638, 328.270,
 357.492, 358.486, 359.524, 360.260, 360.658, 360.213, 360.097, 360.622, 359.568, 360.748, 360.474, 360.297, 360.061, 360.131, 360.136, 360.268, 360.082, 360.684, 361.026, 360.769, 361.198, 361.165, 360.951, 360.965, 360.773, 360.978, 360.818, 361.271, 361.188, 360.243, 360.504, 360.777,
 390.470, 391.515, 392.554, 393.533, 392.696, 393.105, 392.868, 391.761, 392.785, 392.982, 392.285, 392.837, 392.190, 392.602, 392.581, 392.236, 392.748, 392.814, 392.838, 393.653, 392.991, 393.633, 392.836, 392.453, 393.833, 393.211, 392.459, 392.843, 393.433, 393.246, 392.639, 392.228,
 422.490, 423.504, 424.542, 425.371, 425.749, 425.141, 424.907, 425.604, 425.382, 425.619, 424.100, 424.686, 425.430, 424.670, 424.875, 424.563, 424.683, 425.483, 426.473, 426.563, 425.982, 425.612, 425.864, 425.548, 426.185, 426.090, 425.500, 425.037, 425.495, 425.330, 424.884, 425.643,
 455.525, 456.517, 457.417, 457.760, 457.548, 457.313, 457.239, 457.238, 457.225, 457.490, 457.532, 456.048, 456.679, 456.833, 455.630, 455.658, 455.229, 457.355, 459.211, 459.146, 458.343, 458.109, 457.285, 457.757, 458.287, 458.369, 457.984, 457.668, 457.511, 456.689, 456.873, 457.160,
 488.514, 489.468, 490.053, 490.403, 489.571, 490.180, 489.589, 489.293, 490.072, 489.633, 490.081, 489.988, 489.490, 489.450, 488.600, 488.191, 485.974, 486.616, 493.606, 491.677, 491.249, 490.710, 490.753, 490.532, 490.754, 491.070, 490.562, 491.312, 490.619, 490.170, 489.661, 489.050,
 519.460, 520.494, 521.863, 521.629, 522.402, 521.820, 520.886, 521.198, 520.476, 521.245, 521.622, 521.590, 521.292, 520.783, 520.790, 520.603, 520.532, 521.778, 523.440, 522.587, 522.894, 522.913, 522.295, 522.438, 522.593, 522.899, 522.876, 521.687, 522.173, 521.570, 521.712, 522.300,
 552.458, 553.482, 554.255, 554.424, 554.095, 554.345, 554.768, 553.766, 553.325, 553.486, 554.255, 553.898, 553.040, 553.942, 553.526, 553.216, 553.306, 553.757, 554.588, 555.503, 554.567, 554.175, 555.213, 554.114, 555.228, 555.238, 554.377, 554.367, 554.372, 554.538, 554.337, 554.089,
 584.497, 585.479, 586.958, 586.546, 586.912, 586.427, 586.129, 586.461, 586.456, 585.399, 585.895, 585.850, 586.146, 585.202, 585.254, 585.276, 585.591, 585.691, 586.186, 586.722, 586.600, 587.074, 586.337, 585.848, 586.629, 586.720, 585.906, 586.316, 586.842, 585.612, 585.614, 585.507,
 615.500, 616.497, 617.555, 618.294, 618.889, 618.595, 617.582, 618.122, 618.399, 618.235, 617.836, 617.483, 617.595, 617.454, 617.329, 617.917, 617.683, 618.055, 618.454, 617.833, 618.801, 618.569, 618.736, 618.537, 618.094, 618.397, 618.745, 618.940, 618.659, 617.668, 618.420, 618.586,
 648.542, 649.538, 650.570, 651.032, 650.735, 651.507, 651.070, 650.492, 650.541, 650.419, 649.686, 650.671, 649.647, 649.683, 649.700, 649.834, 650.285, 649.924, 650.255, 650.566, 650.833, 650.935, 650.893, 650.354, 650.898, 650.481, 650.344, 650.633, 650.274, 650.753, 650.747, 650.185,
 680.463, 681.504, 682.534, 683.189, 684.064, 683.402, 683.636, 683.702, 682.692, 682.584, 682.647, 682.304, 682.014, 682.077, 682.035, 682.025, 682.151, 682.062, 682.494, 682.438, 682.488, 682.175, 682.419, 682.823, 682.690, 682.535, 682.665, 682.252, 682.596, 682.845, 681.321, 683.023,
 713.504, 714.482, 715.492, 716.682, 715.935, 716.753, 716.357, 716.057, 716.450, 715.424, 715.295, 714.633, 715.647, 714.325, 715.050, 715.161, 715.041, 714.981, 714.930, 715.097, 715.322, 715.008, 715.071, 715.111, 715.926, 715.362, 715.808, 715.488, 715.905, 715.074, 715.378, 716.253,
 745.491, 746.515, 747.498, 748.274, 747.922, 748.075, 748.261, 747.505, 747.959, 747.719, 747.224, 746.606, 746.316, 746.741, 746.697, 746.493, 746.759, 746.636, 746.863, 746.835, 746.982, 746.789, 747.405, 747.281, 747.378, 747.909, 747.424, 747.919, 747.354, 747.394, 748.089, 747.557,
 777.502, 778.498, 779.523, 780.505, 781.190, 780.016, 779.858, 780.836, 780.474, 780.250, 782.998, 779.604, 780.361, 779.705, 779.582, 779.768, 779.437, 780.199, 779.904, 779.470, 780.407, 779.734, 779.836, 780.243, 779.391, 780.502, 780.261, 780.479, 780.993, 780.097, 781.091, 780.511,
 808.520, 809.502, 810.534, 811.548, 812.539, 813.123, 812.803, 812.473, 813.166, 812.726, 812.674, 814.848, 812.445, 812.305, 812.209, 812.404, 812.904, 812.551, 812.473, 812.469, 812.363, 812.779, 812.711, 808.860, 812.788, 812.993, 813.232, 813.094, 813.074, 813.852, 812.605, 811.541,
 840.480, 841.487, 842.496, 843.528, 844.521, 845.148, 844.684, 843.497, 844.235, 844.893, 843.213, 844.518, 843.558, 844.792, 842.607, 843.341, 844.230, 843.673, 843.808, 844.116, 844.368, 845.671, 843.573, 843.942, 843.996, 843.419, 843.993, 843.576, 843.965, 845.392, 844.491, 843.518,
 871.515, 872.514, 873.553, 874.569, 875.560, 876.544, 877.416, 877.719, 876.602, 876.998, 877.779, 876.753, 877.501, 877.983, 877.135, 877.926, 877.013, 877.624, 877.820, 876.939, 877.453, 877.331, 877.022, 877.989, 876.870, 877.373, 877.102, 877.357, 879.060, 878.524, 877.538, 876.525,
 901.505, 902.479, 903.515, 904.541, 905.522, 906.538, 907.558, 908.545, 909.689, 908.891, 908.983, 909.099, 909.322, 909.579, 909.271, 908.944, 908.850, 909.115, 908.870, 909.165, 909.401, 909.524, 909.484, 908.752, 909.120, 909.697, 909.640, 910.795, 909.493, 908.508, 907.495, 906.523,
 933.503, 934.512, 935.539, 936.517, 937.557, 938.515, 939.530, 940.547, 941.513, 942.117, 940.981, 941.161, 941.069, 940.643, 940.808, 941.572, 941.997, 941.584, 941.610, 940.921, 941.072, 940.654, 940.428, 940.975, 941.428, 941.127, 940.549, 939.515, 938.497, 937.563, 936.544, 935.513,
 960.537, 961.507, 962.486, 963.478, 964.482, 965.510, 966.532, 967.534, 968.516, 969.506, 970.515, 971.441, 972.483, 973.537, 973.438, 973.410, 972.726, 972.790, 973.157, 973.156, 973.525, 973.084, 973.596, 974.479, 973.420, 972.464, 971.477, 970.497, 969.515, 968.509, 967.498, 966.507,
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,
 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000,
